category_order,category_id,category_name,category_image,subcategory_order,subcategory_id,subcategory_name,subcategory_image
13,dairybreadeggs,Dairy; Bread & Eggs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470302/category-images/gxhyg4tmsn8bxtun9sxc.png,17,cheese,Cheese,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815266/category-images/joa3jgwdydmhmiyxzj9x.webp
13,dairybreadeggs,Dairy; Bread & Eggs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470302/category-images/gxhyg4tmsn8bxtun9sxc.png,18,buttermore,Butter & More,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815246/category-images/uvl97yv4lwb42ofhwtn1.webp
13,dairybreadeggs,Dairy; Bread & Eggs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470302/category-images/gxhyg4tmsn8bxtun9sxc.png,19,breakfastmixes,Breakfast Mixes,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815234/category-images/jpnqmwklnwtdugrmmcfm.webp
13,dairybreadeggs,Dairy; Bread & Eggs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470302/category-images/gxhyg4tmsn8bxtun9sxc.png,20,breadpav,Bread & Pav,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815211/category-images/iv45ajgpxhrv0emzkus4.webp
13,dairybreadeggs,Dairy; Bread & Eggs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470302/category-images/gxhyg4tmsn8bxtun9sxc.png,21,batter,Batter,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815188/category-images/tyyr6yu71keaj5llgqtx.png
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,1,watericecubes,Water & Ice Cubes,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815091/category-images/uqn0wgvjhws5e2i7mgf0.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,2,softdrinks,Soft Drinks,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815078/category-images/txsezukdv79k5v4orgpz.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,3,sodamixers,Soda & Mixers,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815062/category-images/q6e55nhawxoismirj7oa.png
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,4,purejuices,Pure Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815040/category-images/kytoclvcbmoevse9a2a9.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,5,mongodrinks,Mongo Drinks,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815028/category-images/yta7dqmgzvqnfnyitqco.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,6,milkdrinksdrinks,Milk Drinks,http://res.cloudinary.com/ddwitlcay/image/upload/v1751815013/category-images/hhpf7vrprcz5qbidep2o.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,7,importedbeverages,Imported Beverages,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814999/category-images/dxfhffubphpzeekwqo1l.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,8,herbaldrinksdrinks,Herbal Drinks,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814985/category-images/biermdnt3fsudfpd1yqh.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,9,fruitjuicesdrinks,Fruit Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814971/category-images/q1orngpiprpvl8f0bqze.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,10,energydrinksdrinks,Energy Drinks,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814960/category-images/wq7wsci5ydbaitco42kh.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,11,concentratessyrups,Concentrates & Syrups,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814931/category-images/ewq7gycb3ltbj4l69vuu.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,12,coldcoffeiceTea,Cold Coffe & Ice Tea,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814899/category-images/dfbmrqihqewj6538gxhn.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,13,coconutwater,Coconut Water,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814879/category-images/xi94wiayjxmkyjttcaqe.webp
14,colddrinksjuices,Cold Drinks & Juices,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470270/category-images/gaggfo6jjrauocwzaha3.png,14,beveragesgiftpacks,Beverages Gift Packs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814863/category-images/xrqbyyr32fmnekyxymhi.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,1,liquiddetergents,LIquid Detergents,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814839/category-images/cinp4atdy3crhru0zgyh.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,2,laundryadditives,Laundry Additives,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814821/category-images/flyymenmlftmjakhyvuc.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,3,garbagebagsclean,Garbage Bags,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814784/category-images/vc1jfxmpdgygsvlutahm.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,4,freshenersclean,Fresheners,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814759/category-images/lkxmvlba1oco0desymti.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,5,floorcleanersmore,Floor Cleaners & More,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814745/category-images/nulhhyhudxj2sej9pim2.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,6,disinfectantmore,Disinfectant & More,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814732/category-images/fcvuo1mxnjzwxnqzuuka.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,7,dishwashinggelspowder,Dishwashing Gels & Powder,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814716/category-images/ksyrewkycpevt9l0cncw.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,8,dishwashingbars,Dishwashing Bars,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814702/category-images/az4hk7uwn4sswtrmqbmu.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,9,dishwashingaccessories,Dishwashing Accessories,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814673/category-images/xqapdyahzrh9yscgkkcu.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,10,detergentpowderbars,Detergent Powder & Bars,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814639/category-images/tcl7yb9b5w7lmehyyecb.webp
15,cleaningessentials,Cleaning Essentials,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470257/category-images/gxrgxytnzpikw40yhzfc.png,11,cleaningtools,Cleaning Tools,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814617/category-images/uikcahz61nezhkpuk3pu.webp
16,bakerybiscuits,Bakery & Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470244/category-images/wdqn4sxbfyv2p7xghqbi.png,1,sweetsalt,Sweet & Salt,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768655/category-images/ke8be0y10gx4moht6gvo.webp
16,bakerybiscuits,Bakery & Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470244/category-images/wdqn4sxbfyv2p7xghqbi.png,2,ruskswaferbiscuits,Rusks & Wafers,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768638/category-images/xmfeu1wlqzfzelqescg8.png
16,bakerybiscuits,Bakery & Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470244/category-images/wdqn4sxbfyv2p7xghqbi.png,3,healthydigestive,Healthy & Digestive,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768626/category-images/kfohp5mcflz1k3e2cpbs.webp
16,bakerybiscuits,Bakery & Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470244/category-images/wdqn4sxbfyv2p7xghqbi.png,4,glucosemarie,Glucose & Marie,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768611/category-images/jjgrcbngu7wahv1mviiu.webp
16,bakerybiscuits,Bakery & Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470244/category-images/wdqn4sxbfyv2p7xghqbi.png,5,creambiscuits,Cream Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768599/category-images/yecqpu4nrsntvw3pw7r3.webp
16,bakerybiscuits,Bakery & Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470244/category-images/wdqn4sxbfyv2p7xghqbi.png,6,cookies,Cookies,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768568/category-images/b0bp2lezgswt9shh5qmy.webp
16,bakerybiscuits,Bakery & Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470244/category-images/wdqn4sxbfyv2p7xghqbi.png,7,cakesrollsbiscuits,Cakes & Rolls,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768535/category-images/bd9yvdsmwh58gutmtlta.webp
16,bakerybiscuits,Bakery & Biscuits,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470244/category-images/wdqn4sxbfyv2p7xghqbi.png,8,breadpavbiscuits,Bread & Pav,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768517/category-images/kwsyjjmhxnrqciiy5lue.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,1,skinhaircare,Skin & Hair Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768490/category-images/msgfivyesk2hs1at3jei.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,2,oralnasal care,Oral & Nasal Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768476/category-images/newdmpxvdwg6nn10qdqy.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,3,nursing,Nursing,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768462/category-images/d6gknt4fohyw8lxopba4.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,4,momcareneeds,Mom Care Needs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768442/category-images/wyb5s0rix080ekdu1biu.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,5,hygiene,Hygiene,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768424/category-images/axri1ogf8txbkd93ekxv.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,6,healthsafety,Health & Safety,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768410/category-images/hewkmasrx3mjgvrhqcke.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,7,feeding,Feeding,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768391/category-images/n7uuc7xzefyhg8f6htqk.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,8,dispersmore,Dispers & More,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768375/category-images/snayhaxw1dooupdipu36.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,9,bathingneeds,Bathing Needs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768354/category-images/rahx6h3xtmortxd9xngx.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,10,babywipes,Baby Wipes,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768339/category-images/j4ekb4ljhk9u8psxpyky.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,11,babygiftingtoys,Baby Gifting & Toys,http://res.cloudinary.com/ddwitlcay/image/upload/v1751768323/category-images/xfosgyzuslyzct75sfyu.png
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,12,babyfoodbaby,Baby Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767989/category-images/b8aquq6jcrculhgeoq3z.webp
17,babycare,Baby Care,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470230/category-images/rhp2xhwbuaf2ex1tifnq.png,13,babyaccessoriesapparel,Baby Accessories & Apparel,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767970/category-images/d2pibazvyxxlacn4bloz.png
18,attaricedal,Atta; Rice & Dal,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470198/category-images/noaovf7t8jj61fby6lik.png,1,tooruradchana,Toor; Urad & Chana,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767932/category-images/ukni4lmnukefy5bcjs2o.webp
18,attaricedal,Atta; Rice & Dal,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470198/category-images/noaovf7t8jj61fby6lik.png,2,rice,Rice,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767919/category-images/kjkg3kqg9d3rnvm3y8oc.webp
18,attaricedal,Atta; Rice & Dal,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470198/category-images/noaovf7t8jj61fby6lik.png,3,rajmachholeothers,Rajma; Chhole & Others,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767880/category-images/nfcifck77ztqkcyiunds.webp
18,attaricedal,Atta; Rice & Dal,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470198/category-images/noaovf7t8jj61fby6lik.png,4,pohadaliyanothergrains,Poha; Daliya & Other Grains,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767862/category-images/k3tkuuym7ptv1haqeuph.png
18,attaricedal,Atta; Rice & Dal,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470198/category-images/noaovf7t8jj61fby6lik.png,5,moongmasoor,Moong & Masoor,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767848/category-images/gu26efqzco7frmowqcai.webp
18,attaricedal,Atta; Rice & Dal,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470198/category-images/noaovf7t8jj61fby6lik.png,6,milletotherflours,Millet & Other Flours,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767827/category-images/qvdjuhezccwv0vrfbbx2.webp
18,attaricedal,Atta; Rice & Dal,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470198/category-images/noaovf7t8jj61fby6lik.png,7,besansoojimaida,Besan; Sooji & Maida.,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767806/category-images/e4oy3ecpbdcsehqttlai.webp
18,attaricedal,Atta; Rice & Dal,http://res.cloudinary.com/ddwitlcay/image/upload/v1751470198/category-images/noaovf7t8jj61fby6lik.png,8,atta,Atta,http://res.cloudinary.com/ddwitlcay/image/upload/v1751767785/category-images/nerahwtgvrfms1d9ispv.png
19,chickenmeatfish,Chicken; Meat & Fish.,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414752/category-images/rwnqizwk5aipe0mmalbx.png,1,sausagesalamihammeat,Sausage; Salami & Ham,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814585/category-images/l8k6q4oipgaexoo6xqsf.webp
19,chickenmeatfish,Chicken; Meat & Fish.,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414752/category-images/rwnqizwk5aipe0mmalbx.png,2,fishseafood,Fish & Seafood,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814569/category-images/zmxttnx1wafhvcr4l5pm.png
19,chickenmeatfish,Chicken; Meat & Fish.,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414752/category-images/rwnqizwk5aipe0mmalbx.png,3,eggsmeat,Eggs,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814554/category-images/uxxtzkebfxdlmr7robax.webp
19,chickenmeatfish,Chicken; Meat & Fish.,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414752/category-images/rwnqizwk5aipe0mmalbx.png,4,chicken,Chicken,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814538/category-images/vuyccm5cda7jvoy6xrp0.png
20,breakfastinstantfood,Breakfast & Instant Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414716/category-images/alaskc73fnp6rvq63rki.png,1,soup,Soup,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814514/category-images/acjqdwdoy5bxne8zdkji.webp
20,breakfastinstantfood,Breakfast & Instant Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414716/category-images/alaskc73fnp6rvq63rki.png,2,readytocookeat,Ready to Cook & Eat,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814501/category-images/hvvohbxodenntyw3qhkq.webp
20,breakfastinstantfood,Breakfast & Instant Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414716/category-images/alaskc73fnp6rvq63rki.png,3,pasta,Pasta,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814486/category-images/snf6zv564kuk5fiyfml2.webp
20,breakfastinstantfood,Breakfast & Instant Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414716/category-images/alaskc73fnp6rvq63rki.png,4,noodles,Noodles,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814468/category-images/ynyzy7jflggracv0pk7x.webp
20,breakfastinstantfood,Breakfast & Instant Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414716/category-images/alaskc73fnp6rvq63rki.png,5,instantmixes,Instant Mixes,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814454/category-images/lrsetcmv2rbd6nsyd7mu.webp
20,breakfastinstantfood,Breakfast & Instant Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414716/category-images/alaskc73fnp6rvq63rki.png,6,importednoodlespasta,Imported Noodles & Pasta,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814440/category-images/vmx2alyfkjswfy9y7bdy.webp
20,breakfastinstantfood,Breakfast & Instant Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414716/category-images/alaskc73fnp6rvq63rki.png,7,herbsseasoning,Herbs & Seasoning,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814425/category-images/kyuz8jti7xewhqtl1sdt.webp
20,breakfastinstantfood,Breakfast & Instant Food,http://res.cloudinary.com/ddwitlcay/image/upload/v1751414716/category-images/alaskc73fnp6rvq63rki.png,8,dessertcakemixes,Dessert & Cake Mixes,http://res.cloudinary.com/ddwitlcay/image/upload/v1751814397/category-images/uzmnhaeea3bivtm39msg.webp

